Longitude,Latitude,Time,X,Y,Z,Speed
23,9.3333,133.04,0.8536,-0.18531,-0.3115,0.94737
26.333,19.333,133.1,0.85329,-0.18584,-0.30901,0.94737
1.6667,3.3333,133.16,0.85263,-0.18345,-0.30723,0.94737
9.6667,5,133.23,0.85061,-0.1834,-0.30678,0.94737
26.667,5.3333,133.29,0.85204,-0.18383,-0.30675,1.0947
11.333,9.6667,133.36,0.85027,-0.18258,-0.30676,1.0947
10.333,11,133.42,0.84895,-0.17935,-0.30727,1.0947
3,6.3333,133.48,0.84942,-0.18213,-0.30805,1.0947
16,18,133.54,0.84931,-0.18319,-0.30611,1.0947
4,25.667,133.61,0.85144,-0.18701,-0.30775,1.0947
10.333,11.667,133.67,0.85031,-0.18553,-0.30711,1.1158
25,21.667,133.73,0.85159,-0.18705,-0.30836,1.1158
19,21.333,133.8,0.85034,-0.1841,-0.30675,1.1158
6.6667,26.667,133.86,0.85238,-0.18723,-0.30675,1.1158
20,5.6667,133.92,0.85279,-0.18741,-0.30652,1.1158
9,9,133.99,0.85102,-0.18402,-0.30499,1.1158
10,20.333,134.05,0.85418,-0.18731,-0.30344,1.1368
13.333,20.333,134.11,0.85323,-0.18526,-0.30076,1.1368
5.6667,25.667,134.18,0.8547,-0.18393,-0.30112,1.1368
8,15.333,134.24,0.85335,-0.18101,-0.30097,1.1368
8,16.333,134.3,0.85398,-0.17985,-0.29945,1.1368
11.667,10,134.37,0.85352,-0.17998,-0.29887,1.1368
13,9.3333,134.43,0.85325,-0.17789,-0.29665,0.92632
25,16,134.49,0.85567,-0.17721,-0.29317,0.92632
22.333,14.333,134.56,0.85726,-0.17654,-0.29213,0.92632
8,13,134.62,0.85691,-0.17381,-0.29107,0.92632
25.667,17.667,134.68,0.85816,-0.17222,-0.28991,0.92632
19.333,1.3333,134.75,0.85838,-0.17044,-0.28871,0.92632
23.333,5.3333,134.81,0.85898,-0.16981,-0.28836,1.0526
14,25,134.87,0.85423,-0.16167,-0.28348,1.0526
1.6667,15.667,134.93,0.85207,-0.15787,-0.28064,1.0526
25.667,0.66667,134.99,0.82371,-0.14788,-0.27864,1.0526
18,8,135.06,0.82656,-0.20247,-0.27216,1.0526
2,1.3333,135.12,0.79056,-0.30198,-0.24128,1.0526
26.333,21.333,135.18,0.66536,-0.47358,-0.17042,1.1368
8,19,135.25,0.55347,-0.55234,-0.14411,1.1368
25.333,14.333,135.31,0.50308,-0.56542,-0.17926,1.1368
4.6667,15.667,135.37,0.5394,-0.57596,-0.26361,1.1368
0.33333,5.6667,135.43,0.57542,-0.56227,-0.32608,1.1368
23.667,11.333,135.5,0.65744,-0.47961,-0.45396,1.1368
23,14,135.56,0.71329,-0.42251,-0.49225,1.0947
9,22.667,135.62,0.75734,-0.38601,-0.51647,1.0947
2.6667,17.667,135.68,0.78101,-0.32227,-0.54109,1.0947
17,13,135.75,0.79401,-0.31303,-0.5562,1.0947
11,23,135.81,0.83274,-0.31687,-0.6108,1.0947
25,13,135.87,0.84349,-0.31025,-0.65203,1.0947
23.667,7.3333,135.93,0.81771,-0.29563,-0.66455,1.1368
16.667,19.667,136,0.85516,-0.40787,-0.63272,1.1368
24,26,136.06,0.86056,-0.48055,-0.55275,1.1368
5.6667,10.333,136.13,0.92194,-0.55944,-0.54092,1.1368
7,6.6667,136.19,0.98019,-0.56366,-0.58315,1.1368
0.33333,6.6667,136.26,1.0475,-0.49677,-0.63433,1.1368
2.6667,0.66667,136.32,1.0841,-0.44298,-0.65468,0.92632
16,26.333,136.38,1.0914,-0.33559,-0.66567,0.92632
8,21.667,136.45,1.0303,-0.26771,-0.65214,0.92632
21,15.333,136.51,0.99484,-0.19984,-0.63861,0.92632
17.333,10.667,136.57,0.96394,-0.23284,-0.64222,0.92632
5,17.667,136.64,0.94547,-0.24256,-0.64042,0.92632
7.6667,26.667,136.7,0.89218,-0.26872,-0.62358,1.0947
3.6667,19.333,136.76,0.90604,-0.29784,-0.60141,1.0947
15.333,3,136.83,0.91624,-0.30109,-0.57724,1.0947
4,12,136.89,0.93742,-0.31364,-0.56514,1.0947
23,18.667,136.95,0.94482,-0.33062,-0.56787,1.0947
1,9,137.02,0.92158,-0.33471,-0.56287,1.0947
23,24.667,137.08,0.89969,-0.333,-0.57077,1.1579
6.3333,17,137.15,0.87191,-0.32141,-0.54669,1.1579
20.333,25,137.21,0.87293,-0.32649,-0.52249,1.1579
1.6667,11.667,137.27,0.85936,-0.3101,-0.50584,1.1579
19,8.3333,137.34,0.83729,-0.29431,-0.48519,1.1579
5,24,137.4,0.83874,-0.29127,-0.46523,1.1579
26.667,0.66667,137.47,0.82708,-0.29142,-0.44744,0.88421
14,4,137.53,0.8236,-0.28987,-0.43603,0.88421
14.667,25.667,137.59,0.83037,-0.31333,-0.41614,0.88421
7.3333,19.333,137.66,0.82883,-0.31995,-0.40152,0.88421
10.333,8.3333,137.72,0.81996,-0.30863,-0.39146,0.88421
13.667,22.333,137.78,0.81961,-0.30433,-0.3824,0.88421
14,21.667,137.84,0.81637,-0.29906,-0.37946,1
12.667,24.333,137.91,0.82975,-0.29361,-0.39194,1
